#,continent,location,date,population,new_vaccinations,rolling_num_vaccinated,percent_of_population
1,Asia,Afghanistan,2020-02-24,38928341,,,
2,Asia,Afghanistan,2020-02-25,38928341,,,
3,Asia,Afghanistan,2020-02-26,38928341,,,
4,Asia,Afghanistan,2020-02-27,38928341,,,
5,Asia,Afghanistan,2020-02-28,38928341,,,
6,Asia,Afghanistan,2020-02-29,38928341,,,
7,Asia,Afghanistan,2020-03-01,38928341,,,
8,Asia,Afghanistan,2020-03-02,38928341,,,
9,Asia,Afghanistan,2020-03-03,38928341,,,
10,Asia,Afghanistan,2020-03-04,38928341,,,
11,Asia,Afghanistan,2020-03-05,38928341,,,
12,Asia,Afghanistan,2020-03-06,38928341,,,
13,Asia,Afghanistan,2020-03-07,38928341,,,
14,Asia,Afghanistan,2020-03-08,38928341,,,
15,Asia,Afghanistan,2020-03-09,38928341,,,
16,Asia,Afghanistan,2020-03-10,38928341,,,
17,Asia,Afghanistan,2020-03-11,38928341,,,
18,Asia,Afghanistan,2020-03-12,38928341,,,
19,Asia,Afghanistan,2020-03-13,38928341,,,
20,Asia,Afghanistan,2020-03-14,38928341,,,
21,Asia,Afghanistan,2020-03-15,38928341,,,
22,Asia,Afghanistan,2020-03-16,38928341,,,
23,Asia,Afghanistan,2020-03-17,38928341,,,
24,Asia,Afghanistan,2020-03-18,38928341,,,
25,Asia,Afghanistan,2020-03-19,38928341,,,
26,Asia,Afghanistan,2020-03-20,38928341,,,
27,Asia,Afghanistan,2020-03-21,38928341,,,
28,Asia,Afghanistan,2020-03-22,38928341,,,
29,Asia,Afghanistan,2020-03-23,38928341,,,
30,Asia,Afghanistan,2020-03-24,38928341,,,
31,Asia,Afghanistan,2020-03-25,38928341,,,
32,Asia,Afghanistan,2020-03-26,38928341,,,
33,Asia,Afghanistan,2020-03-27,38928341,,,
34,Asia,Afghanistan,2020-03-28,38928341,,,
35,Asia,Afghanistan,2020-03-29,38928341,,,
36,Asia,Afghanistan,2020-03-30,38928341,,,
37,Asia,Afghanistan,2020-03-31,38928341,,,
38,Asia,Afghanistan,2020-04-01,38928341,,,
39,Asia,Afghanistan,2020-04-02,38928341,,,
40,Asia,Afghanistan,2020-04-03,38928341,,,
41,Asia,Afghanistan,2020-04-04,38928341,,,
42,Asia,Afghanistan,2020-04-05,38928341,,,
43,Asia,Afghanistan,2020-04-06,38928341,,,
44,Asia,Afghanistan,2020-04-07,38928341,,,
45,Asia,Afghanistan,2020-04-08,38928341,,,
46,Asia,Afghanistan,2020-04-09,38928341,,,
47,Asia,Afghanistan,2020-04-10,38928341,,,
48,Asia,Afghanistan,2020-04-11,38928341,,,
49,Asia,Afghanistan,2020-04-12,38928341,,,
50,Asia,Afghanistan,2020-04-13,38928341,,,
51,Asia,Afghanistan,2020-04-14,38928341,,,
52,Asia,Afghanistan,2020-04-15,38928341,,,
53,Asia,Afghanistan,2020-04-16,38928341,,,
54,Asia,Afghanistan,2020-04-17,38928341,,,
55,Asia,Afghanistan,2020-04-18,38928341,,,
56,Asia,Afghanistan,2020-04-19,38928341,,,
57,Asia,Afghanistan,2020-04-20,38928341,,,
58,Asia,Afghanistan,2020-04-21,38928341,,,
59,Asia,Afghanistan,2020-04-22,38928341,,,
60,Asia,Afghanistan,2020-04-23,38928341,,,
61,Asia,Afghanistan,2020-04-24,38928341,,,
62,Asia,Afghanistan,2020-04-25,38928341,,,
63,Asia,Afghanistan,2020-04-26,38928341,,,
64,Asia,Afghanistan,2020-04-27,38928341,,,
65,Asia,Afghanistan,2020-04-28,38928341,,,
66,Asia,Afghanistan,2020-04-29,38928341,,,
67,Asia,Afghanistan,2020-04-30,38928341,,,
68,Asia,Afghanistan,2020-05-01,38928341,,,
69,Asia,Afghanistan,2020-05-02,38928341,,,
70,Asia,Afghanistan,2020-05-03,38928341,,,
71,Asia,Afghanistan,2020-05-04,38928341,,,
72,Asia,Afghanistan,2020-05-05,38928341,,,
73,Asia,Afghanistan,2020-05-06,38928341,,,
74,Asia,Afghanistan,2020-05-07,38928341,,,
75,Asia,Afghanistan,2020-05-08,38928341,,,
76,Asia,Afghanistan,2020-05-09,38928341,,,
77,Asia,Afghanistan,2020-05-10,38928341,,,
78,Asia,Afghanistan,2020-05-11,38928341,,,
79,Asia,Afghanistan,2020-05-12,38928341,,,
80,Asia,Afghanistan,2020-05-13,38928341,,,
81,Asia,Afghanistan,2020-05-14,38928341,,,
82,Asia,Afghanistan,2020-05-15,38928341,,,
83,Asia,Afghanistan,2020-05-16,38928341,,,
84,Asia,Afghanistan,2020-05-17,38928341,,,
85,Asia,Afghanistan,2020-05-18,38928341,,,
86,Asia,Afghanistan,2020-05-19,38928341,,,
87,Asia,Afghanistan,2020-05-20,38928341,,,
88,Asia,Afghanistan,2020-05-21,38928341,,,
89,Asia,Afghanistan,2020-05-22,38928341,,,
90,Asia,Afghanistan,2020-05-23,38928341,,,
91,Asia,Afghanistan,2020-05-24,38928341,,,
92,Asia,Afghanistan,2020-05-25,38928341,,,
93,Asia,Afghanistan,2020-05-26,38928341,,,
94,Asia,Afghanistan,2020-05-27,38928341,,,
95,Asia,Afghanistan,2020-05-28,38928341,,,
96,Asia,Afghanistan,2020-05-29,38928341,,,
97,Asia,Afghanistan,2020-05-30,38928341,,,
98,Asia,Afghanistan,2020-05-31,38928341,,,
99,Asia,Afghanistan,2020-06-01,38928341,,,
100,Asia,Afghanistan,2020-06-02,38928341,,,
101,Asia,Afghanistan,2020-06-03,38928341,,,
102,Asia,Afghanistan,2020-06-04,38928341,,,
103,Asia,Afghanistan,2020-06-05,38928341,,,
104,Asia,Afghanistan,2020-06-06,38928341,,,
105,Asia,Afghanistan,2020-06-07,38928341,,,
106,Asia,Afghanistan,2020-06-08,38928341,,,
107,Asia,Afghanistan,2020-06-09,38928341,,,
108,Asia,Afghanistan,2020-06-10,38928341,,,
109,Asia,Afghanistan,2020-06-11,38928341,,,
110,Asia,Afghanistan,2020-06-12,38928341,,,
111,Asia,Afghanistan,2020-06-13,38928341,,,
112,Asia,Afghanistan,2020-06-14,38928341,,,
113,Asia,Afghanistan,2020-06-15,38928341,,,
114,Asia,Afghanistan,2020-06-16,38928341,,,
115,Asia,Afghanistan,2020-06-17,38928341,,,
116,Asia,Afghanistan,2020-06-18,38928341,,,
117,Asia,Afghanistan,2020-06-19,38928341,,,
118,Asia,Afghanistan,2020-06-20,38928341,,,
119,Asia,Afghanistan,2020-06-21,38928341,,,
120,Asia,Afghanistan,2020-06-22,38928341,,,
121,Asia,Afghanistan,2020-06-23,38928341,,,
122,Asia,Afghanistan,2020-06-24,38928341,,,
123,Asia,Afghanistan,2020-06-25,38928341,,,
124,Asia,Afghanistan,2020-06-26,38928341,,,
125,Asia,Afghanistan,2020-06-27,38928341,,,
126,Asia,Afghanistan,2020-06-28,38928341,,,
127,Asia,Afghanistan,2020-06-29,38928341,,,
128,Asia,Afghanistan,2020-06-30,38928341,,,
129,Asia,Afghanistan,2020-07-01,38928341,,,
130,Asia,Afghanistan,2020-07-02,38928341,,,
131,Asia,Afghanistan,2020-07-03,38928341,,,
132,Asia,Afghanistan,2020-07-04,38928341,,,
133,Asia,Afghanistan,2020-07-05,38928341,,,
134,Asia,Afghanistan,2020-07-06,38928341,,,
135,Asia,Afghanistan,2020-07-07,38928341,,,
136,Asia,Afghanistan,2020-07-08,38928341,,,
137,Asia,Afghanistan,2020-07-09,38928341,,,
138,Asia,Afghanistan,2020-07-10,38928341,,,
139,Asia,Afghanistan,2020-07-11,38928341,,,
140,Asia,Afghanistan,2020-07-12,38928341,,,
141,Asia,Afghanistan,2020-07-13,38928341,,,
142,Asia,Afghanistan,2020-07-14,38928341,,,
143,Asia,Afghanistan,2020-07-15,38928341,,,
144,Asia,Afghanistan,2020-07-16,38928341,,,
145,Asia,Afghanistan,2020-07-17,38928341,,,
146,Asia,Afghanistan,2020-07-18,38928341,,,
147,Asia,Afghanistan,2020-07-19,38928341,,,
148,Asia,Afghanistan,2020-07-20,38928341,,,
149,Asia,Afghanistan,2020-07-21,38928341,,,
150,Asia,Afghanistan,2020-07-22,38928341,,,
151,Asia,Afghanistan,2020-07-23,38928341,,,
152,Asia,Afghanistan,2020-07-24,38928341,,,
153,Asia,Afghanistan,2020-07-25,38928341,,,
154,Asia,Afghanistan,2020-07-26,38928341,,,
155,Asia,Afghanistan,2020-07-27,38928341,,,
156,Asia,Afghanistan,2020-07-28,38928341,,,
157,Asia,Afghanistan,2020-07-29,38928341,,,
158,Asia,Afghanistan,2020-07-30,38928341,,,
159,Asia,Afghanistan,2020-07-31,38928341,,,
160,Asia,Afghanistan,2020-08-01,38928341,,,
161,Asia,Afghanistan,2020-08-02,38928341,,,
162,Asia,Afghanistan,2020-08-03,38928341,,,
163,Asia,Afghanistan,2020-08-04,38928341,,,
164,Asia,Afghanistan,2020-08-05,38928341,,,
165,Asia,Afghanistan,2020-08-06,38928341,,,
166,Asia,Afghanistan,2020-08-07,38928341,,,
167,Asia,Afghanistan,2020-08-08,38928341,,,
168,Asia,Afghanistan,2020-08-09,38928341,,,
169,Asia,Afghanistan,2020-08-10,38928341,,,
170,Asia,Afghanistan,2020-08-11,38928341,,,
171,Asia,Afghanistan,2020-08-12,38928341,,,
172,Asia,Afghanistan,2020-08-13,38928341,,,
173,Asia,Afghanistan,2020-08-14,38928341,,,
174,Asia,Afghanistan,2020-08-15,38928341,,,
175,Asia,Afghanistan,2020-08-16,38928341,,,
176,Asia,Afghanistan,2020-08-17,38928341,,,
177,Asia,Afghanistan,2020-08-18,38928341,,,
178,Asia,Afghanistan,2020-08-19,38928341,,,
179,Asia,Afghanistan,2020-08-20,38928341,,,
180,Asia,Afghanistan,2020-08-21,38928341,,,
181,Asia,Afghanistan,2020-08-22,38928341,,,
182,Asia,Afghanistan,2020-08-23,38928341,,,
183,Asia,Afghanistan,2020-08-24,38928341,,,
184,Asia,Afghanistan,2020-08-25,38928341,,,
185,Asia,Afghanistan,2020-08-26,38928341,,,
186,Asia,Afghanistan,2020-08-27,38928341,,,
187,Asia,Afghanistan,2020-08-28,38928341,,,
188,Asia,Afghanistan,2020-08-29,38928341,,,
189,Asia,Afghanistan,2020-08-30,38928341,,,
190,Asia,Afghanistan,2020-08-31,38928341,,,
191,Asia,Afghanistan,2020-09-01,38928341,,,
192,Asia,Afghanistan,2020-09-02,38928341,,,
193,Asia,Afghanistan,2020-09-03,38928341,,,
194,Asia,Afghanistan,2020-09-04,38928341,,,
195,Asia,Afghanistan,2020-09-05,38928341,,,
196,Asia,Afghanistan,2020-09-06,38928341,,,
197,Asia,Afghanistan,2020-09-07,38928341,,,
198,Asia,Afghanistan,2020-09-08,38928341,,,
199,Asia,Afghanistan,2020-09-09,38928341,,,
200,Asia,Afghanistan,2020-09-10,38928341,,,
201,Asia,Afghanistan,2020-09-11,38928341,,,
202,Asia,Afghanistan,2020-09-12,38928341,,,
203,Asia,Afghanistan,2020-09-13,38928341,,,
204,Asia,Afghanistan,2020-09-14,38928341,,,
205,Asia,Afghanistan,2020-09-15,38928341,,,
206,Asia,Afghanistan,2020-09-16,38928341,,,
207,Asia,Afghanistan,2020-09-17,38928341,,,
208,Asia,Afghanistan,2020-09-18,38928341,,,
209,Asia,Afghanistan,2020-09-19,38928341,,,
210,Asia,Afghanistan,2020-09-20,38928341,,,
211,Asia,Afghanistan,2020-09-21,38928341,,,
212,Asia,Afghanistan,2020-09-22,38928341,,,
213,Asia,Afghanistan,2020-09-23,38928341,,,
214,Asia,Afghanistan,2020-09-24,38928341,,,
215,Asia,Afghanistan,2020-09-25,38928341,,,
216,Asia,Afghanistan,2020-09-26,38928341,,,
217,Asia,Afghanistan,2020-09-27,38928341,,,
218,Asia,Afghanistan,2020-09-28,38928341,,,
219,Asia,Afghanistan,2020-09-29,38928341,,,
220,Asia,Afghanistan,2020-09-30,38928341,,,
221,Asia,Afghanistan,2020-10-01,38928341,,,
222,Asia,Afghanistan,2020-10-02,38928341,,,
223,Asia,Afghanistan,2020-10-03,38928341,,,
224,Asia,Afghanistan,2020-10-04,38928341,,,
225,Asia,Afghanistan,2020-10-05,38928341,,,
226,Asia,Afghanistan,2020-10-06,38928341,,,
227,Asia,Afghanistan,2020-10-07,38928341,,,
228,Asia,Afghanistan,2020-10-08,38928341,,,
229,Asia,Afghanistan,2020-10-09,38928341,,,
230,Asia,Afghanistan,2020-10-10,38928341,,,
231,Asia,Afghanistan,2020-10-11,38928341,,,
232,Asia,Afghanistan,2020-10-12,38928341,,,
233,Asia,Afghanistan,2020-10-13,38928341,,,
234,Asia,Afghanistan,2020-10-14,38928341,,,
235,Asia,Afghanistan,2020-10-15,38928341,,,
236,Asia,Afghanistan,2020-10-16,38928341,,,
237,Asia,Afghanistan,2020-10-17,38928341,,,
238,Asia,Afghanistan,2020-10-18,38928341,,,
239,Asia,Afghanistan,2020-10-19,38928341,,,
240,Asia,Afghanistan,2020-10-20,38928341,,,
241,Asia,Afghanistan,2020-10-21,38928341,,,
242,Asia,Afghanistan,2020-10-22,38928341,,,
243,Asia,Afghanistan,2020-10-23,38928341,,,
244,Asia,Afghanistan,2020-10-24,38928341,,,
245,Asia,Afghanistan,2020-10-25,38928341,,,
246,Asia,Afghanistan,2020-10-26,38928341,,,
247,Asia,Afghanistan,2020-10-27,38928341,,,
248,Asia,Afghanistan,2020-10-28,38928341,,,
249,Asia,Afghanistan,2020-10-29,38928341,,,
250,Asia,Afghanistan,2020-10-30,38928341,,,
251,Asia,Afghanistan,2020-10-31,38928341,,,
252,Asia,Afghanistan,2020-11-01,38928341,,,
253,Asia,Afghanistan,2020-11-02,38928341,,,
254,Asia,Afghanistan,2020-11-03,38928341,,,
255,Asia,Afghanistan,2020-11-04,38928341,,,
256,Asia,Afghanistan,2020-11-05,38928341,,,
257,Asia,Afghanistan,2020-11-06,38928341,,,
258,Asia,Afghanistan,2020-11-07,38928341,,,
259,Asia,Afghanistan,2020-11-08,38928341,,,
260,Asia,Afghanistan,2020-11-09,38928341,,,
261,Asia,Afghanistan,2020-11-10,38928341,,,
262,Asia,Afghanistan,2020-11-11,38928341,,,
263,Asia,Afghanistan,2020-11-12,38928341,,,
264,Asia,Afghanistan,2020-11-13,38928341,,,
265,Asia,Afghanistan,2020-11-14,38928341,,,
266,Asia,Afghanistan,2020-11-15,38928341,,,
267,Asia,Afghanistan,2020-11-16,38928341,,,
268,Asia,Afghanistan,2020-11-17,38928341,,,
269,Asia,Afghanistan,2020-11-18,38928341,,,
270,Asia,Afghanistan,2020-11-19,38928341,,,
271,Asia,Afghanistan,2020-11-20,38928341,,,
272,Asia,Afghanistan,2020-11-21,38928341,,,
273,Asia,Afghanistan,2020-11-22,38928341,,,
274,Asia,Afghanistan,2020-11-23,38928341,,,
275,Asia,Afghanistan,2020-11-24,38928341,,,
276,Asia,Afghanistan,2020-11-25,38928341,,,
277,Asia,Afghanistan,2020-11-26,38928341,,,
278,Asia,Afghanistan,2020-11-27,38928341,,,
279,Asia,Afghanistan,2020-11-28,38928341,,,
280,Asia,Afghanistan,2020-11-29,38928341,,,
281,Asia,Afghanistan,2020-11-30,38928341,,,
282,Asia,Afghanistan,2020-12-01,38928341,,,
283,Asia,Afghanistan,2020-12-02,38928341,,,
284,Asia,Afghanistan,2020-12-03,38928341,,,
285,Asia,Afghanistan,2020-12-04,38928341,,,
286,Asia,Afghanistan,2020-12-05,38928341,,,
287,Asia,Afghanistan,2020-12-06,38928341,,,
288,Asia,Afghanistan,2020-12-07,38928341,,,
289,Asia,Afghanistan,2020-12-08,38928341,,,
290,Asia,Afghanistan,2020-12-09,38928341,,,
291,Asia,Afghanistan,2020-12-10,38928341,,,
292,Asia,Afghanistan,2020-12-11,38928341,,,
293,Asia,Afghanistan,2020-12-12,38928341,,,
294,Asia,Afghanistan,2020-12-13,38928341,,,
295,Asia,Afghanistan,2020-12-14,38928341,,,
296,Asia,Afghanistan,2020-12-15,38928341,,,
297,Asia,Afghanistan,2020-12-16,38928341,,,
298,Asia,Afghanistan,2020-12-17,38928341,,,
299,Asia,Afghanistan,2020-12-18,38928341,,,
300,Asia,Afghanistan,2020-12-19,38928341,,,
301,Asia,Afghanistan,2020-12-20,38928341,,,
302,Asia,Afghanistan,2020-12-21,38928341,,,
303,Asia,Afghanistan,2020-12-22,38928341,,,
304,Asia,Afghanistan,2020-12-23,38928341,,,
305,Asia,Afghanistan,2020-12-24,38928341,,,
306,Asia,Afghanistan,2020-12-25,38928341,,,
307,Asia,Afghanistan,2020-12-26,38928341,,,
308,Asia,Afghanistan,2020-12-27,38928341,,,
309,Asia,Afghanistan,2020-12-28,38928341,,,
310,Asia,Afghanistan,2020-12-29,38928341,,,
311,Asia,Afghanistan,2020-12-30,38928341,,,
312,Asia,Afghanistan,2020-12-31,38928341,,,
313,Asia,Afghanistan,2021-01-01,38928341,,,
314,Asia,Afghanistan,2021-01-02,38928341,,,
315,Asia,Afghanistan,2021-01-03,38928341,,,
316,Asia,Afghanistan,2021-01-04,38928341,,,
317,Asia,Afghanistan,2021-01-05,38928341,,,
318,Asia,Afghanistan,2021-01-06,38928341,,,
319,Asia,Afghanistan,2021-01-07,38928341,,,
320,Asia,Afghanistan,2021-01-08,38928341,,,
321,Asia,Afghanistan,2021-01-09,38928341,,,
322,Asia,Afghanistan,2021-01-10,38928341,,,
323,Asia,Afghanistan,2021-01-11,38928341,,,
324,Asia,Afghanistan,2021-01-12,38928341,,,
325,Asia,Afghanistan,2021-01-13,38928341,,,
326,Asia,Afghanistan,2021-01-14,38928341,,,
327,Asia,Afghanistan,2021-01-15,38928341,,,
328,Asia,Afghanistan,2021-01-16,38928341,,,
329,Asia,Afghanistan,2021-01-17,38928341,,,
330,Asia,Afghanistan,2021-01-18,38928341,,,
331,Asia,Afghanistan,2021-01-19,38928341,,,
332,Asia,Afghanistan,2021-01-20,38928341,,,
333,Asia,Afghanistan,2021-01-21,38928341,,,
334,Asia,Afghanistan,2021-01-22,38928341,,,
335,Asia,Afghanistan,2021-01-23,38928341,,,
336,Asia,Afghanistan,2021-01-24,38928341,,,
337,Asia,Afghanistan,2021-01-25,38928341,,,
338,Asia,Afghanistan,2021-01-26,38928341,,,
339,Asia,Afghanistan,2021-01-27,38928341,,,
340,Asia,Afghanistan,2021-01-28,38928341,,,
341,Asia,Afghanistan,2021-01-29,38928341,,,
342,Asia,Afghanistan,2021-01-30,38928341,,,
343,Asia,Afghanistan,2021-01-31,38928341,,,
344,Asia,Afghanistan,2021-02-01,38928341,,,
345,Asia,Afghanistan,2021-02-02,38928341,,,
346,Asia,Afghanistan,2021-02-03,38928341,,,
347,Asia,Afghanistan,2021-02-04,38928341,,,
348,Asia,Afghanistan,2021-02-05,38928341,,,
349,Asia,Afghanistan,2021-02-06,38928341,,,
350,Asia,Afghanistan,2021-02-07,38928341,,,
351,Asia,Afghanistan,2021-02-08,38928341,,,
352,Asia,Afghanistan,2021-02-09,38928341,,,
353,Asia,Afghanistan,2021-02-10,38928341,,,
354,Asia,Afghanistan,2021-02-11,38928341,,,
355,Asia,Afghanistan,2021-02-12,38928341,,,
356,Asia,Afghanistan,2021-02-13,38928341,,,
357,Asia,Afghanistan,2021-02-14,38928341,,,
358,Asia,Afghanistan,2021-02-15,38928341,,,
359,Asia,Afghanistan,2021-02-16,38928341,,,
360,Asia,Afghanistan,2021-02-17,38928341,,,
361,Asia,Afghanistan,2021-02-18,38928341,,,
362,Asia,Afghanistan,2021-02-19,38928341,,,
363,Asia,Afghanistan,2021-02-20,38928341,,,
364,Asia,Afghanistan,2021-02-21,38928341,,,
365,Asia,Afghanistan,2021-02-22,38928341,,,
366,Asia,Afghanistan,2021-02-23,38928341,,,
367,Asia,Afghanistan,2021-02-24,38928341,,,
368,Asia,Afghanistan,2021-02-25,38928341,,,
369,Asia,Afghanistan,2021-02-26,38928341,,,
370,Asia,Afghanistan,2021-02-27,38928341,,,
371,Asia,Afghanistan,2021-02-28,38928341,,,
372,Asia,Afghanistan,2021-03-01,38928341,,,
373,Asia,Afghanistan,2021-03-02,38928341,,,
374,Asia,Afghanistan,2021-03-03,38928341,,,
375,Asia,Afghanistan,2021-03-04,38928341,,,
376,Asia,Afghanistan,2021-03-05,38928341,,,
377,Asia,Afghanistan,2021-03-06,38928341,,,
378,Asia,Afghanistan,2021-03-07,38928341,,,
379,Asia,Afghanistan,2021-03-08,38928341,,,
380,Asia,Afghanistan,2021-03-09,38928341,,,
381,Asia,Afghanistan,2021-03-10,38928341,,,
382,Asia,Afghanistan,2021-03-11,38928341,,,
383,Asia,Afghanistan,2021-03-12,38928341,,,
384,Asia,Afghanistan,2021-03-13,38928341,,,
385,Asia,Afghanistan,2021-03-14,38928341,,,
386,Asia,Afghanistan,2021-03-15,38928341,,,
387,Asia,Afghanistan,2021-03-16,38928341,,,
388,Asia,Afghanistan,2021-03-17,38928341,,,
389,Asia,Afghanistan,2021-03-18,38928341,,,
390,Asia,Afghanistan,2021-03-19,38928341,,,
391,Asia,Afghanistan,2021-03-20,38928341,,,
392,Asia,Afghanistan,2021-03-21,38928341,,,
393,Asia,Afghanistan,2021-03-22,38928341,,,
394,Asia,Afghanistan,2021-03-23,38928341,,,
395,Asia,Afghanistan,2021-03-24,38928341,,,
396,Asia,Afghanistan,2021-03-25,38928341,,,
397,Asia,Afghanistan,2021-03-26,38928341,,,
398,Asia,Afghanistan,2021-03-27,38928341,,,
399,Asia,Afghanistan,2021-03-28,38928341,,,
400,Asia,Afghanistan,2021-03-29,38928341,,,
401,Asia,Afghanistan,2021-03-30,38928341,,,
402,Asia,Afghanistan,2021-03-31,38928341,,,
403,Asia,Afghanistan,2021-04-01,38928341,,,
404,Asia,Afghanistan,2021-04-02,38928341,,,
405,Asia,Afghanistan,2021-04-03,38928341,,,
406,Asia,Afghanistan,2021-04-04,38928341,,,
407,Asia,Afghanistan,2021-04-05,38928341,,,
408,Asia,Afghanistan,2021-04-06,38928341,,,
409,Asia,Afghanistan,2021-04-07,38928341,,,
410,Asia,Afghanistan,2021-04-08,38928341,,,
411,Asia,Afghanistan,2021-04-09,38928341,,,
412,Asia,Afghanistan,2021-04-10,38928341,,,
413,Asia,Afghanistan,2021-04-11,38928341,,,
414,Asia,Afghanistan,2021-04-12,38928341,,,
415,Asia,Afghanistan,2021-04-13,38928341,,,
416,Asia,Afghanistan,2021-04-14,38928341,,,
417,Asia,Afghanistan,2021-04-15,38928341,,,
418,Asia,Afghanistan,2021-04-16,38928341,,,
419,Asia,Afghanistan,2021-04-17,38928341,,,
420,Asia,Afghanistan,2021-04-18,38928341,,,
421,Asia,Afghanistan,2021-04-19,38928341,,,
422,Asia,Afghanistan,2021-04-20,38928341,,,
423,Asia,Afghanistan,2021-04-21,38928341,,,
424,Asia,Afghanistan,2021-04-22,38928341,,,
425,Asia,Afghanistan,2021-04-23,38928341,,,
426,Asia,Afghanistan,2021-04-24,38928341,,,
427,Asia,Afghanistan,2021-04-25,38928341,,,
428,Asia,Afghanistan,2021-04-26,38928341,,,
429,Asia,Afghanistan,2021-04-27,38928341,,,
430,Asia,Afghanistan,2021-04-28,38928341,,,
431,Asia,Afghanistan,2021-04-29,38928341,,,
432,Asia,Afghanistan,2021-04-30,38928341,,,
433,Europe,Albania,2020-02-25,2877800,,,
434,Europe,Albania,2020-02-26,2877800,,,
435,Europe,Albania,2020-02-27,2877800,,,
436,Europe,Albania,2020-02-28,2877800,,,
437,Europe,Albania,2020-02-29,2877800,,,
438,Europe,Albania,2020-03-01,2877800,,,
439,Europe,Albania,2020-03-02,2877800,,,
440,Europe,Albania,2020-03-03,2877800,,,
441,Europe,Albania,2020-03-04,2877800,,,
442,Europe,Albania,2020-03-05,2877800,,,
443,Europe,Albania,2020-03-06,2877800,,,
444,Europe,Albania,2020-03-07,2877800,,,
445,Europe,Albania,2020-03-08,2877800,,,
446,Europe,Albania,2020-03-09,2877800,,,
447,Europe,Albania,2020-03-10,2877800,,,
448,Europe,Albania,2020-03-11,2877800,,,
449,Europe,Albania,2020-03-12,2877800,,,
450,Europe,Albania,2020-03-13,2877800,,,
451,Europe,Albania,2020-03-14,2877800,,,
452,Europe,Albania,2020-03-15,2877800,,,
453,Europe,Albania,2020-03-16,2877800,,,
454,Europe,Albania,2020-03-17,2877800,,,
455,Europe,Albania,2020-03-18,2877800,,,
456,Europe,Albania,2020-03-19,2877800,,,
457,Europe,Albania,2020-03-20,2877800,,,
458,Europe,Albania,2020-03-21,2877800,,,
459,Europe,Albania,2020-03-22,2877800,,,
460,Europe,Albania,2020-03-23,2877800,,,
461,Europe,Albania,2020-03-24,2877800,,,
462,Europe,Albania,2020-03-25,2877800,,,
463,Europe,Albania,2020-03-26,2877800,,,
464,Europe,Albania,2020-03-27,2877800,,,
465,Europe,Albania,2020-03-28,2877800,,,
466,Europe,Albania,2020-03-29,2877800,,,
467,Europe,Albania,2020-03-30,2877800,,,
468,Europe,Albania,2020-03-31,2877800,,,
469,Europe,Albania,2020-04-01,2877800,,,
470,Europe,Albania,2020-04-02,2877800,,,
471,Europe,Albania,2020-04-03,2877800,,,
472,Europe,Albania,2020-04-04,2877800,,,
473,Europe,Albania,2020-04-05,2877800,,,
474,Europe,Albania,2020-04-06,2877800,,,
475,Europe,Albania,2020-04-07,2877800,,,
476,Europe,Albania,2020-04-08,2877800,,,
477,Europe,Albania,2020-04-09,2877800,,,
478,Europe,Albania,2020-04-10,2877800,,,
479,Europe,Albania,2020-04-11,2877800,,,
480,Europe,Albania,2020-04-12,2877800,,,
481,Europe,Albania,2020-04-13,2877800,,,
482,Europe,Albania,2020-04-14,2877800,,,
483,Europe,Albania,2020-04-15,2877800,,,
484,Europe,Albania,2020-04-16,2877800,,,
485,Europe,Albania,2020-04-17,2877800,,,
486,Europe,Albania,2020-04-18,2877800,,,
487,Europe,Albania,2020-04-19,2877800,,,
488,Europe,Albania,2020-04-20,2877800,,,
489,Europe,Albania,2020-04-21,2877800,,,
490,Europe,Albania,2020-04-22,2877800,,,
491,Europe,Albania,2020-04-23,2877800,,,
492,Europe,Albania,2020-04-24,2877800,,,
493,Europe,Albania,2020-04-25,2877800,,,
494,Europe,Albania,2020-04-26,2877800,,,
495,Europe,Albania,2020-04-27,2877800,,,
496,Europe,Albania,2020-04-28,2877800,,,
497,Europe,Albania,2020-04-29,2877800,,,
498,Europe,Albania,2020-04-30,2877800,,,
499,Europe,Albania,2020-05-01,2877800,,,
500,Europe,Albania,2020-05-02,2877800,,,
501,Europe,Albania,2020-05-03,2877800,,,
502,Europe,Albania,2020-05-04,2877800,,,
503,Europe,Albania,2020-05-05,2877800,,,
504,Europe,Albania,2020-05-06,2877800,,,
505,Europe,Albania,2020-05-07,2877800,,,
506,Europe,Albania,2020-05-08,2877800,,,
507,Europe,Albania,2020-05-09,2877800,,,
508,Europe,Albania,2020-05-10,2877800,,,
509,Europe,Albania,2020-05-11,2877800,,,
510,Europe,Albania,2020-05-12,2877800,,,
511,Europe,Albania,2020-05-13,2877800,,,
512,Europe,Albania,2020-05-14,2877800,,,
513,Europe,Albania,2020-05-15,2877800,,,
514,Europe,Albania,2020-05-16,2877800,,,
515,Europe,Albania,2020-05-17,2877800,,,
516,Europe,Albania,2020-05-18,2877800,,,
517,Europe,Albania,2020-05-19,2877800,,,
518,Europe,Albania,2020-05-20,2877800,,,
519,Europe,Albania,2020-05-21,2877800,,,
520,Europe,Albania,2020-05-22,2877800,,,
521,Europe,Albania,2020-05-23,2877800,,,
522,Europe,Albania,2020-05-24,2877800,,,
523,Europe,Albania,2020-05-25,2877800,,,
524,Europe,Albania,2020-05-26,2877800,,,
525,Europe,Albania,2020-05-27,2877800,,,
526,Europe,Albania,2020-05-28,2877800,,,
527,Europe,Albania,2020-05-29,2877800,,,
